Customer,Location_ID,Type,X,Y,Start,End,Demand
13,C13_HOME_MORNING,home_morning,13.572,21.146,0.0,1.741,7
13,C13_ROAMING_1,roaming_1,18.421,26.96,3.226,7.073,7
13,C13_ROAMING_2,roaming_2,8.205,24.721,9.124,10.087,7
13,C13_HOME_EVENING,home_evening,13.572,21.146,11.352,12,7
14,C14_HOME_MORNING,home_morning,11.047,-2.016,0.0,3.124,2
14,C14_HOME_EVENING,home_evening,11.047,-2.016,3.124,12.0,2
15,C15_HOME_MORNING,home_morning,29.35,-35.168,0.0,5.053,3
15,C15_HOME_EVENING,home_evening,29.35,-35.168,5.053,12.0,3
16,C16_HOME_MORNING,home_morning,-3.902,8.14,0.0,1.235,3
16,C16_ROAMING_1,roaming_1,-4.139,4.054,2.121,4.199,3
16,C16_ROAMING_2,roaming_2,-3.115,-2.89,5.719,7.515,3
16,C16_HOME_EVENING,home_evening,-3.902,8.14,9.909,12.0,3
17,C17_HOME_MORNING,home_morning,-19.136,38.332,0.0,0.742,1
17,C17_ROAMING_1,roaming_1,-10.391,50.515,2.296,3.927,1
17,C17_ROAMING_2,roaming_2,-12.516,37.748,5.268,6.211,1
17,C17_ROAMING_3,roaming_3,-9.669,44.33,6.954,8.716,1
17,C17_HOME_EVENING,home_evening,-19.136,38.332,9.877,12.0,1
18,C18_HOME_MORNING,home_morning,-2.307,-18.167,0.0,7.609,3
18,C18_HOME_EVENING,home_evening,-2.307,-18.167,7.609,12.0,3
19,C19_HOME,home,23.273,15.65,0.0,12,2
20,C20_HOME_MORNING,home_morning,33.559,22.153,0.0,8.231,4
20,C20_HOME_EVENING,home_evening,33.559,22.153,8.231,12.0,4
21,C21_HOME_MORNING,home_morning,-29.243,-12.91,0.0,2.735,7
21,C21_ROAMING_1,roaming_1,-30.424,-5.34,4.407,6.009,7
21,C21_ROAMING_2,roaming_2,-35.703,-10.656,7.644,7.808,7
21,C21_HOME_EVENING,home_evening,-29.243,-12.91,9.301,12,7
22,C22_HOME,home,-1.037,15.422,0.0,12,6
23,C23_HOME_MORNING,home_morning,-35.641,15.002,0.0,0.471,10
23,C23_HOME_EVENING,home_evening,-35.641,15.002,0.471,12.0,10
24,C24_HOME_MORNING,home_morning,26.643,39.15,0.0,0.406,2
24,C24_ROAMING_1,roaming_1,26.318,36.954,0.715,2.219,2
24,C24_ROAMING_2,roaming_2,39.762,32.429,4.191,6.212,2
24,C24_ROAMING_3,roaming_3,25.674,35.603,8.22,10.176,2
24,C24_HOME_EVENING,home_evening,26.643,39.15,10.687,12,2
25,C25_HOME_MORNING,home_morning,-14.202,24.307,0.0,6.857,5
25,C25_HOME_EVENING,home_evening,-14.202,24.307,6.857,12.0,5
26,C26_HOME_MORNING,home_morning,11.631,-30.883,0.0,0.088,5
26,C26_ROAMING_1,roaming_1,20.525,-41.905,1.146,1.799,5
26,C26_ROAMING_2,roaming_2,10.424,-18.049,3.734,4.556,5
26,C26_ROAMING_3,roaming_3,17.812,-33.768,5.853,8.406,5
26,C26_HOME_EVENING,home_evening,11.631,-30.883,8.916,12,5
27,C27_HOME_MORNING,home_morning,38.272,37.782,0.0,2.072,1
27,C27_ROAMING_1,roaming_1,30.441,32.388,4.014,6.17,1
27,C27_ROAMING_2,roaming_2,29.375,30.287,6.651,8.105,1
27,C27_HOME_EVENING,home_evening,38.272,37.782,10.481,12,1
28,C28_HOME_MORNING,home_morning,-38.128,31.722,0.0,0.321,9
28,C28_ROAMING_1,roaming_1,-28.16,36.011,1.509,4.675,9
28,C28_ROAMING_2,roaming_2,-40.474,35.772,6.023,6.359,9
28,C28_ROAMING_3,roaming_3,-48.195,38.898,7.271,9.168,9
28,C28_HOME_EVENING,home_evening,-38.128,31.722,10.521,12,9
29,C29_HOME_MORNING,home_morning,31.429,18.978,0.0,3.066,1
29,C29_ROAMING_1,roaming_1,45.269,19.968,5.466,9.356,1
29,C29_HOME_EVENING,home_evening,31.429,18.978,11.756,12.0,1
30,C30_HOME_MORNING,home_morning,-24.662,-9.219,0.0,1.682,3
30,C30_ROAMING_1,roaming_1,-31.479,2.798,3.991,4.938,3
30,C30_ROAMING_2,roaming_2,-23.658,-7.747,7.132,9.126,3
30,C30_HOME_EVENING,home_evening,-24.662,-9.219,9.424,12,3
