Customer,Location_ID,Type,X,Y,Start,End,Demand
48,C48_WORK,work,-20.675,12.155,2.816,9.663,9
48,C48_AFTERWORK,after_work,21.529,31.244,9.913,11.906,9
48,C48_HOME_EVENING,home_evening,15.004,38.452,12.006,14,9
49,C49_HOME_MORNING,home_morning,-25.554,-8.749,0.0,2.0,6
49,C49_WORK,work,-1.311,-12.636,3.278,9.58,6
49,C49_AFTERWORK,after_work,-16.534,-15.293,9.83,11.789,6
49,C49_HOME_EVENING,home_evening,-25.554,-8.749,12.0,14,6
50,C50_HOME,home,13.148,-0.458,0.0,14,10
51,C51_HOME_MORNING,home_morning,-22.548,11.153,0.0,2.0,1
51,C51_WORK,work,3.841,-17.224,2.933,10.193,1
51,C51_HOME_EVENING,home_evening,-22.548,11.153,12.0,14,1
52,C52_HOME_MORNING,home_morning,4.57,0.654,0.0,2.0,8
52,C52_WORK,work,20.121,-1.575,2.165,9.88,8
52,C52_HOME_EVENING,home_evening,4.57,0.654,12.0,14,8
53,C53_HOME_MORNING,home_morning,26.725,-13.589,0.0,2.0,2
53,C53_WORK,work,4.213,-3.123,2.085,9.115,2
53,C53_AFTERWORK,after_work,23.081,-15.26,9.365,10.076,2
53,C53_HOME_EVENING,home_evening,26.725,-13.589,12.0,14,2
54,C54_HOME_MORNING,home_morning,22.903,-18.207,0.0,2.0,6
54,C54_WORK,work,-4.739,14.958,6.0,10.0,6
54,C54_AFTERWORK,after_work,23.081,-15.26,10.25,12.03,6
54,C54_HOME_EVENING,home_evening,22.903,-18.207,12.13,14,6
55,C55_HOME_MORNING,home_morning,-27.184,-1.26,0.0,2.0,1
55,C55_WORK,work,1.127,0.25,2.657,10.106,1
55,C55_AFTERWORK,after_work,-29.875,6.682,10.356,12.231,1
55,C55_HOME_EVENING,home_evening,-27.184,-1.26,12.331,14,1
56,C56_HOME_MORNING,home_morning,38.788,18.027,0.0,2.0,8
56,C56_WORK,work,3.907,28.164,2.131,9.795,8
56,C56_HOME_EVENING,home_evening,38.788,18.027,12.0,14,8
57,C57_HOME_MORNING,home_morning,8.151,14.337,0.0,2.0,2
57,C57_WORK,work,-1.03,11.307,2.192,9.33,2
57,C57_HOME_EVENING,home_evening,8.151,14.337,12.0,14,2
58,C58_HOME_MORNING,home_morning,12.394,10.492,0.0,2.0,1
58,C58_WORK,work,-4.717,28.329,2.822,10.627,1
58,C58_AFTERWORK,after_work,19.578,6.623,10.877,12.666,1
58,C58_HOME_EVENING,home_evening,12.394,10.492,12.766,14,1
59,C59_HOME_MORNING,home_morning,21.89,-6.3,0.0,2.0,10
59,C59_WORK,work,-22.386,13.54,2.0,9.707,10
59,C59_AFTERWORK,after_work,19.382,0.32,9.957,11.01,10
59,C59_HOME_EVENING,home_evening,21.89,-6.3,12.0,14,10
60,C60_HOME_MORNING,home_morning,-26.509,-12.701,0.0,2.0,6
60,C60_WORK,work,-23.181,4.226,2.932,10.327,6
60,C60_HOME_EVENING,home_evening,-26.509,-12.701,12.0,14,6
