Customer,Location_ID,Type,X,Y,Start,End,Demand
25,C25_HOME_EVENING,home_evening,35.015,-5.944,8.823,12.0,6
26,C26_HOME_MORNING,home_morning,27.061,39.813,0.0,11.377,1
26,C26_HOME_EVENING,home_evening,27.061,39.813,11.377,12.0,1
27,C27_HOME,home,-31.48,-10.514,0.0,12,5
28,C28_HOME_MORNING,home_morning,-18.435,13.421,0.0,6.318,10
28,C28_HOME_EVENING,home_evening,-18.435,13.421,6.318,12.0,10
29,C29_HOME_MORNING,home_morning,-22.929,-16.599,0.0,5.183,4
29,C29_HOME_EVENING,home_evening,-22.929,-16.599,5.183,12.0,4
30,C30_HOME_MORNING,home_morning,24.916,24.398,0.0,2.01,10
30,C30_ROAMING_1,roaming_1,36.337,17.734,4.41,5.994,10
30,C30_HOME_EVENING,home_evening,24.916,24.398,8.394,12.0,10
31,C31_HOME_MORNING,home_morning,13.678,21.96,0.0,2.267,8
31,C31_ROAMING_1,roaming_1,7.536,17.307,4.667,7.658,8
31,C31_HOME_EVENING,home_evening,13.678,21.96,10.058,12.0,8
32,C32_HOME_MORNING,home_morning,-21.322,-30.562,0.0,1.819,5
32,C32_ROAMING_1,roaming_1,-31.208,-39.415,3.544,4.789,5
32,C32_ROAMING_2,roaming_2,-19.107,-41.689,6.389,10.4,5
32,C32_HOME_EVENING,home_evening,-21.322,-30.562,11.875,12,5
33,C33_HOME_MORNING,home_morning,-20.541,-28.57,0.0,2.299,9
33,C33_ROAMING_1,roaming_1,-14.059,-15.144,4.699,7.167,9
33,C33_HOME_EVENING,home_evening,-20.541,-28.57,9.567,12,9
34,C34_HOME_MORNING,home_morning,-39.101,-20.959,0.0,2.632,8
34,C34_ROAMING_1,roaming_1,-36.816,-13.969,4.053,7.441,8
34,C34_ROAMING_2,roaming_2,-30.236,-14.674,8.72,9.715,8
34,C34_HOME_EVENING,home_evening,-39.101,-20.959,11.815,12.0,8
35,C35_HOME_MORNING,home_morning,-35.89,-9.812,0.0,1.34,7
35,C35_ROAMING_1,roaming_1,-44.651,-14.829,3.06,3.775,7
35,C35_ROAMING_2,roaming_2,-38.925,-14.186,4.757,6.888,7
35,C35_ROAMING_3,roaming_3,-42.282,-9.333,7.894,8.807,7
35,C35_HOME_EVENING,home_evening,-35.89,-9.812,9.899,12.0,7
36,C36_HOME_MORNING,home_morning,28.271,-15.714,0.0,6.984,2
36,C36_HOME_EVENING,home_evening,28.271,-15.714,6.984,12.0,2
37,C37_HOME_MORNING,home_morning,-32.843,39.112,0.0,2.419,1
37,C37_ROAMING_1,roaming_1,-35.134,39.13,2.842,4.916,1
37,C37_ROAMING_2,roaming_2,-36.048,38.427,5.129,5.194,1
37,C37_ROAMING_3,roaming_3,-33.909,27.609,7.228,8.265,1
37,C37_HOME_EVENING,home_evening,-32.843,39.112,10.396,12.0,1
38,C38_HOME_MORNING,home_morning,-27.672,28.886,0.0,0.673,5
38,C38_ROAMING_1,roaming_1,-21.776,41.936,2.454,5.658,5
38,C38_ROAMING_2,roaming_2,-33.998,28.79,7.89,10.464,5
38,C38_HOME_EVENING,home_evening,-27.672,28.886,11.251,12.0,5
39,C39_HOME_MORNING,home_morning,-36.962,15.709,0.0,2.584,8
39,C39_ROAMING_1,roaming_1,-27.226,5.243,4.984,7.963,8
39,C39_HOME_EVENING,home_evening,-36.962,15.709,10.363,12,8
40,C40_HOME_MORNING,home_morning,29.583,21.833,0.0,2.577,7
40,C40_ROAMING_1,roaming_1,23.4,8.521,4.718,6.691,7
40,C40_ROAMING_2,roaming_2,26.628,23.162,8.878,9.811,7
40,C40_HOME_EVENING,home_evening,29.583,21.833,10.284,12,7
41,C41_HOME_MORNING,home_morning,32.036,37.472,0.0,2.349,7
41,C41_ROAMING_1,roaming_1,42.186,38.79,4.749,7.611,7
41,C41_HOME_EVENING,home_evening,32.036,37.472,10.011,12,7
42,C42_HOME_MORNING,home_morning,17.543,-31.8,0.0,2.579,3
42,C42_ROAMING_1,roaming_1,28.186,-27.179,4.979,8.875,3
42,C42_HOME_EVENING,home_evening,17.543,-31.8,11.275,12,3
43,C43_HOME_MORNING,home_morning,35.426,33.627,0.0,1.057,3
43,C43_ROAMING_1,roaming_1,31.51,20.381,2.444,4.772,3
43,C43_ROAMING_2,roaming_2,41.307,31.328,6.248,7.517,3
43,C43_ROAMING_3,roaming_3,46.487,37.039,8.291,10.715,3
43,C43_HOME_EVENING,home_evening,35.426,33.627,11.878,12,3
44,C44_HOME_MORNING,home_morning,37.027,7.834,0.0,8.288,5
44,C44_HOME_EVENING,home_evening,37.027,7.834,8.288,12.0,5
45,C45_HOME,home,-6.177,-32.184,0.0,12,9
46,C46_HOME_MORNING,home_morning,-28.196,34.619,0.0,2.042,8
46,C46_ROAMING_1,roaming_1,-16.03,29.398,4.442,6.431,8
46,C46_HOME_EVENING,home_evening,-28.196,34.619,8.831,12.0,8
47,C47_HOME,home,2.822,38.142,0.0,12,3
48,C48_HOME_MORNING,home_morning,30.002,14.381,0.0,0.137,4
48,C48_ROAMING_1,roaming_1,24.444,16.198,5.984,6.128,4
48,C48_HOME_EVENING,home_evening,30.002,14.381,11.975,12.0,4
49,C49_HOME_MORNING,home_morning,0.391,-32.797,0.0,0.213,9
49,C49_ROAMING_1,roaming_1,1.77,-21.535,1.465,4.047,9
49,C49_ROAMING_2,roaming_2,12.042,-38.002,6.188,9.162,9
49,C49_HOME_EVENING,home_evening,0.391,-32.797,10.57,12.0,9
50,C50_HOME_MORNING,home_morning,21.521,18.997,0.0,2.143,5
50,C50_ROAMING_1,roaming_1,34.744,22.965,3.597,4.053,5
50,C50_ROAMING_2,roaming_2,15.598,11.582,6.399,8.74,5
50,C50_HOME_EVENING,home_evening,21.521,18.997,9.74,12.0,5
51,C51_HOME_MORNING,home_morning,23.831,31.303,0.0,1.593,8
51,C51_ROAMING_1,roaming_1,32.575,38.152,3.773,5.031,8
51,C51_ROAMING_2,roaming_2,30.605,39.737,5.527,7.796,8
51,C51_HOME_EVENING,home_evening,23.831,31.303,9.92,12.0,8
52,C52_HOME_MORNING,home_morning,-11.075,-34.406,0.0,4.401,8
52,C52_HOME_EVENING,home_evening,-11.075,-34.406,4.401,12.0,8
53,C53_HOME_MORNING,home_morning,-0.302,10.808,0.0,9.113,8
53,C53_HOME_EVENING,home_evening,-0.302,10.808,9.113,12.0,8
54,C54_HOME_MORNING,home_morning,13.299,11.408,0.0,2.654,6
54,C54_ROAMING_1,roaming_1,8.578,25.213,4.707,7.102,6
54,C54_ROAMING_2,roaming_2,15.48,9.851,9.472,9.843,6
54,C54_HOME_EVENING,home_evening,13.299,11.408,10.22,12.0,6
55,C55_HOME_MORNING,home_morning,-1.588,-29.543,0.0,1.441,9
55,C55_ROAMING_1,roaming_1,7.205,-28.983,2.331,3.988,9
55,C55_ROAMING_2,roaming_2,-15.01,-30.142,6.236,7.465,9
55,C55_ROAMING_3,roaming_3,-8.296,-25.103,8.313,8.61,9
55,C55_HOME_EVENING,home_evening,-1.588,-29.543,9.423,12.0,9
56,C56_HOME,home,-28.429,30.281,0.0,12,4
57,C57_HOME_MORNING,home_morning,-33.815,9.846,0.0,1.303,5
57,C57_ROAMING_1,roaming_1,-23.754,8.616,2.5,4.771,5
57,C57_ROAMING_2,roaming_2,-26.355,18.421,5.969,6.664,5
57,C57_ROAMING_3,roaming_3,-37.197,18.752,7.945,8.732,5
57,C57_HOME_EVENING,home_evening,-33.815,9.846,9.857,12.0,5
58,C58_HOME_MORNING,home_morning,-29.076,-13.845,0.0,2.065,10
58,C58_ROAMING_1,roaming_1,-43.263,-14.229,4.465,5.359,10
58,C58_HOME_EVENING,home_evening,-29.076,-13.845,7.759,12,10
59,C59_HOME,home,-2.398,9.888,0.0,12,5
60,C60_HOME,home,-32.641,-18.206,0.0,12,10
